Date,^FTSE_log_return,^GSPC_log_return,^N225_log_return,^STOXX50E_log_return
2013-08-19,0.1372934764293375,0.11961989767688659,0.3145847073869245,0.18321933874378868
2013-08-20,0.13714186990500732,0.1197126068476693,0.3158553471697098,0.18331561038856645
2013-08-21,0.13781870594090886,0.12004368747497202,0.31544899440839086,0.18339886504941916
2013-08-22,0.1383801305446306,0.12057189959371961,0.31548945863422223,0.1838521223833785
2013-08-23,0.1380605496901086,0.11922753920541128,0.316340406112068,0.18392864928066507
2013-08-26,,0.11900198772222746,0.31513466568437926,0.18356682366444985
2013-08-27,,0.12075598798280106,0.3152800543918259,0.18693204119763784
2013-08-28,0.1380249180773513,0.11772879891847778,0.3159211790091516,0.1869642698620639
2013-08-29,0.1365733625841183,0.11748888242178497,0.3154311179957832,0.18551740145618398
2013-08-30,0.13707544773550778,0.1163495087265439,0.31544406365363864,0.186125921332108
2013-09-02,0.13854162855188415,,0.31425131353472213,
2013-09-03,0.13746414760264997,,0.31501977792092384,
2013-09-04,0.13690170375344357,0.11682603116242089,0.31444084604645167,0.18319664404880792
2013-09-05,0.13725829910727577,0.11680292953598506,0.31234438435364487,0.18132766263614636
2013-09-06,0.13723909650627708,0.11666253676376727,0.31310732005186465,0.18155820153475477
2013-09-09,0.13708825455666818,0.1167297918408848,0.31484982951237966,0.17605834562858672
2013-09-10,0.13622665171699175,0.11712243438829854,0.3154731156013128,0.17661161392501853
2013-09-11,0.1362267814531574,0.11716173932038143,0.3142082170232646,0.17633575158634884
2013-09-12,0.1362023774510433,0.11716307306386842,0.31423984006606737,0.17608422086419945
2013-09-13,0.1358510476579327,0.117140532604226,0.3122156918536736,0.1760922080296647
2013-09-16,0.13604372771528997,0.11729156710624791,,0.17337736418728403
2013-09-17,0.1364942703723809,0.11739944225358606,,0.1733791384284119
2013-09-18,0.13637324176065313,0.11831527393893748,0.3126616916762434,0.1735006668839415
2013-09-19,0.1367305796100428,0.11832442054162996,0.31352801089499577,0.17287753636578732
2013-09-20,0.13660026728856373,0.11853000042178208,0.3133842438497937,0.17285167018302264
2013-09-23,0.1366804643491349,0.11869493098978033,,0.17312024698838271
2013-09-24,0.13667017913824714,0.11846594911043129,,0.17325200145531644
2013-09-25,0.13672418201480846,0.11788587636835025,0.3132736716258121,0.1720318601339408
2013-09-26,0.136412240422668,0.11758832902675194,0.3130932230888545,0.17175490841286414
2013-09-27,0.13688881465192743,0.11764229060541714,0.310510412281897,0.17142536071999923
2013-09-30,0.13729048198044458,0.11755929480958825,0.3108708407775256,0.1709806585820034
2013-10-01,0.13720579587914358,0.11802885553758553,0.30888830827365893,0.17097372822582008
2013-10-02,0.13726688228355916,0.11793269907273882,0.30976285813179405,0.17060468991802388
2013-10-03,0.13718170138453864,0.1185016331598653,0.3096252553794978,0.17079623234271105
2013-10-04,0.13632875998953778,0.1178329991632499,0.30995598818112097,0.17032632466376849
2013-10-07,0.1353241746799358,0.11841441484164152,0.3099178462482118,0.1702833408945214
2013-10-08,0.13457951738244103,0.11961298697008539,0.30987369841477586,0.16982842104873638
2013-10-09,0.13458422144765736,0.11931343608905855,0.3085594914030489,0.16973313235791412
2013-10-10,0.13590403422652508,0.12297907789298783,0.30843274507467877,0.17097165491261201
2013-10-11,0.13546342176522042,0.12213489346115325,0.3063943140365345,0.17065291423077422
2013-10-14,0.13538810524427355,0.1221641920041774,,0.16937217331555166
2013-10-15,0.13549655715020908,0.1225383515720933,,0.16975783014201026
2013-10-16,0.13525860913789825,0.11929566864192867,0.3049545479747557,0.1697894202231278
2013-10-17,0.13495810324873292,0.11804503128059271,0.30440683067764823,0.16623714785515048
2013-10-18,0.1345617730733074,0.11637489240760755,0.3020079909121507,0.16642290148114275
2013-10-21,0.13470398125304975,0.11588897161285683,0.3022471193695543,0.16485845158815832
2013-10-22,0.13464608805353245,0.11554149539772889,0.302100322742325,0.16488631385712207
2013-10-23,0.13472725021914103,0.11567228459587606,0.30223229998657775,0.16525836889267376
2013-10-24,0.13208960782864912,0.11491139375638795,0.30220045368885484,0.16233873199999854
2013-10-25,0.13198911503428945,0.11502776373968754,0.30398891680589496,0.16237980300685861
2013-10-28,0.1319746919225847,0.11493359494859594,0.3054289590942382,0.16227671856080897
2013-10-29,0.13228617699946002,0.11508390514734493,0.3050581932222587,0.1626806080810892
2013-10-30,0.13212415960801763,0.11498909719017224,0.3049995938594214,0.15739303110134648
2013-10-31,0.13234965174273106,0.11513288750218027,0.30535734816345866,0.15659250472532701
2013-11-01,0.1322793669124562,0.11430102614162192,0.30449132798660156,0.15681658273333215
2013-11-04,0.13239236449954744,0.11370609443136166,,0.15637792575609039
2013-11-05,0.13180779746787807,0.11293837226439409,,0.15599358129944282
2013-11-06,0.13170086761735111,0.11304476802724035,0.30465866255254453,0.1561850882454751
2013-11-07,0.1320324899245385,0.11452107995525569,0.30311715215887636,0.15474703594504452
2013-11-08,0.1318736743153744,0.11585717035786544,0.3033176869734876,0.1546294678933151
2013-11-11,0.13193209284213162,0.11570466812056053,0.3038553280847143,0.15456658520838068
2013-11-12,0.1314256507924885,0.11564860839444663,0.3054000833834183,0.15466983644692925
2013-11-13,0.132999171455847,0.11614511531238265,0.3052069143750544,0.15475723667541022
2013-11-14,0.13322778434905252,0.11550782951400226,0.3064589486282724,0.15519925628716288
2013-11-15,0.1331427521925415,0.11544307865316422,0.30746760361772146,0.15506669570828155
2013-11-18,0.13311858789063452,0.1153315565247668,0.30479171594740667,0.15549372057241082
2013-11-19,0.13281913965629824,0.11454181904504691,0.3043648703803568,0.1561861372268642
2013-11-20,0.13262507711346308,0.1146735977138076,0.30439498517186636,0.15607058877744637
2013-11-21,0.1292188650460469,0.11517867552782052,0.3039017337767077,0.15315616615866606
2013-11-22,0.12891604066251583,0.11467893453022766,0.30385051956824044,0.15305812224967957
2013-11-25,0.125760647547025,0.1146021266910778,0.3044691682834332,0.15249151164178248
2013-11-26,0.1262329425277535,0.11459300952194297,0.3039293163575021,0.15127565346153954
2013-11-27,0.1252470633534896,0.11410882708642187,0.30398423774779026,0.14933690907349084
2013-11-28,0.12459173374004008,,0.30419831043266304,0.14927653285607953
2013-11-29,0.12440030022998513,,0.28433421225809813,0.14846477122585733
2013-12-02,0.12114015121792349,0.11412247226353762,0.2840948694055842,0.14805552184698104
2013-12-03,0.12046951825816701,0.1122421566103201,0.28022333734111526,0.1511035555235131
2013-12-04,0.11944004848071928,0.11202391180648216,0.2816097715027836,0.14946711611409222
2013-12-05,0.11944017413210671,0.11190650339298468,0.2824745435780569,0.1495887512317971
2013-12-06,0.11917703873780727,0.11097447803928981,0.2722627056909878,0.14807421093032544
2013-12-09,0.11879313693640238,0.11044793694962685,0.27341354374199445,0.14807968713125266
2013-12-10,0.11908568261306336,0.10925108994271751,0.26777916802539786,0.14742025710603515
2013-12-11,0.11914750023276857,0.11055604165135469,0.2666012821654418,0.14728524096210094
2013-12-12,0.11988348224461766,0.10966683147700021,0.2609942791695917,0.1475909562320934
2013-12-13,0.11951331266772258,0.10891998372379377,0.2606442441943989,0.14762170209571837
2013-12-16,0.12067082157225309,0.1073796774638156,0.2618088369620694,0.1489220869055516
2013-12-17,0.11286543479670876,0.10711131727952893,0.2533080418465224,0.15005477951283594
2013-12-18,0.11235543239170759,0.10901567969064543,0.25375104290392875,0.15051475788258714
2013-12-19,0.11197656639035747,0.10856115445894739,0.2547149283321726,0.1417138656309632
2013-12-20,0.11088749400374065,0.10671278198340331,0.23614392713805163,0.14075980604059848
2013-12-23,0.11097216424017205,0.10020695413718661,,0.1391144567959611
2013-12-24,0.1097043606212104,0.10021573333770825,,
2013-12-25,,,0.2349976066982626,
2013-12-26,,,0.2325669700098683,
2013-12-27,,0.09844655356684792,0.2325171619786473,
2013-12-30,0.10957969250756573,0.09773990926152815,0.23145821659555987,0.13836846867134125
2013-12-31,0.1077591403947817,0.09707525272566571,,
2014-01-02,0.10799494007668273,0.09778823400319486,,
2014-01-03,0.10657593400897254,0.09752657531743916,,
2014-01-06,0.09779871930740792,0.0974329816857321,,0.13487602146838665
2014-01-07,0.09730699796237383,0.09769239313351874,0.23009794911583126,0.13580825643490055
2014-01-08,0.09629306641047992,0.09770470205263812,0.2304937930295487,0.1353727656028634
2014-01-09,0.09559772034563918,0.09750928736829927,0.2308130205553678,0.13549254733532182
2014-01-10,0.0960887813324683,0.09710989045743404,0.23046580459807395,0.1350355451450022
2014-01-13,0.09581232547183369,0.09895419715338348,,0.1336303857616193
2014-01-14,0.0958269335513393,0.09832298193824364,,0.12764035204964236
2014-01-15,0.09604415705903786,0.0984686487807065,0.23206637329979937,0.1259724620262077
2014-01-16,0.0958107230591904,0.09850592907443372,0.22897448512310528,0.12324753557939896
2014-01-17,0.09579779069621486,0.09852308336826313,0.2242024777691591,0.12312344365781903
2014-01-20,0.09491050700347031,,0.22387226213938677,0.12307692655666017
2014-01-21,0.09490748060098309,,0.22300014646821353,0.12268206823304789
2014-01-22,0.09490864475288976,0.09847763557208486,0.22291341772893736,0.12260565388376084
2014-01-23,0.09540895688963483,0.09920359036023986,0.22323072513581202,0.12366886354808845
2014-01-24,0.09810723549385653,0.10380129795040395,0.22346723533184054,0.1301066380553134
2014-01-27,0.10082741463830859,0.1040378904075004,0.22556022548077542,0.1300942698549065
2014-01-28,0.10068316311161579,0.10431507885385698,0.2228539765209042,0.12924733535966215
2014-01-29,0.10085811723709484,0.1052305726484236,0.22574675886703593,0.1299481189724904
2014-01-30,0.10083773766209812,0.10630657728634703,0.2286132754168262,0.13005596741093153
2014-01-31,0.10042400397420517,0.10674778787342809,0.22880709176896977,0.13023137228305698
2014-02-03,0.0999931190776614,0.11163327837843887,0.23065710661264727,0.1316893573549594
2014-02-04,0.09980734285846597,0.11212740650845929,0.23785805477580357,0.13152510870577303
2014-02-05,0.09966656361699448,0.11217196884745291,0.23752426618761607,0.1315256443246861
2014-02-06,0.1020372656909848,0.11215015134569094,0.23745650577377508,0.13340828505742028
2014-02-07,0.10007102710730918,0.11363088580765483,0.23909888702808046,0.13371513914268754
2014-02-10,0.10008176319559266,0.11361586135203253,0.2402868234031567,0.13370404783350154
2014-02-11,0.10090181914733892,0.11427670197291442,,0.13517297227789737
2014-02-12,0.1008801066247478,0.11411895336917265,,0.134984533837354
2014-02-13,0.10062308658861685,0.11426548734978359,0.24112697123058377,0.13498232767157253
2014-02-14,0.1004828404216122,0.1142755159528411,0.23823393739798396,0.13486131721924782
2014-02-17,0.09899430103730442,,0.2332750117295296,
2014-02-18,0.09969386282473254,,0.23624150150827258,
2014-02-19,0.0993703106031445,0.11469372832992074,0.2353613606268328,0.13481855496316833
2014-02-20,0.09935677733741842,0.11491266598402232,0.23516582481879889,0.1348197005506095
2014-02-21,0.09839151190660475,0.1146756864168696,0.2341627131413304,0.13472115019043426
2014-02-24,0.0978252803361077,0.11293727736693643,0.2331990595700257,0.1350724330886645
2014-02-25,0.09770961569240978,0.11282920459601975,0.23362604696016945,0.13476875785949666
2014-02-26,0.09792059444881245,0.11243210996929456,0.22616478653391497,0.1346177592947149
2014-02-27,0.09729976144848777,0.1125037011992521,0.22494260149697418,0.13379213617802868
2014-02-28,0.09598089663272864,0.11214009868772498,0.22513862613548574,0.13254452947129305
2014-03-03,0.09632926500384038,0.11220789473862089,0.22570403483741014,0.13964123470598622
2014-03-04,0.09885715732767957,0.11395516552553685,0.22308826143837468,0.14325581155861988
2014-03-05,0.0994162454327672,0.1137488977279014,0.2229592005190316,0.14313956216589302
2014-03-06,0.09869074280611007,0.11117806722597873,0.22167368771986545,0.14312911278974208
2014-03-07,0.09996819856501427,0.11115296163121895,0.2216125506120289,0.14000716310267244
2014-03-10,0.10002643786423641,0.11116377610496866,0.2219973213178645,0.13995048820735304
2014-03-11,0.09937781018492986,0.11134134161480479,0.21856839317765564,0.13978295701538682
2014-03-12,0.10032781757354509,0.11088186837639817,0.22202874129812114,0.13897378654436277
2014-03-13,0.10135082666259056,0.11232084210986545,0.22190657404960984,0.1407756703140605
2014-03-14,0.10149277397234045,0.11243346285841288,0.22531719169035802,0.14081270589779749
2014-03-17,0.10152517511371786,0.11237301176713448,0.2253696427199373,0.14153813162804826
2014-03-18,0.10122384108611254,0.11235845537673304,0.225422761497822,0.14187777953588154
2014-03-19,0.10142907137663291,0.11273633735746771,0.22428385002650011,0.13951744691493898
2014-03-20,0.10059723974221191,0.11283307109042806,0.22537202153918642,0.13950992913785865
2014-03-21,0.100474238116332,0.11292091287002798,,0.13952714812153852
2014-03-24,0.10043991533568224,0.11297616418418736,,0.14106965525955775
2014-03-25,0.10205935154330073,0.11298823646152334,0.22529286662894266,0.14182809682561606
2014-03-26,0.1019684676909623,0.11231645601236698,0.22459277943591324,0.14254462715809724
2014-03-27,0.10198648172785937,0.11231889531119983,0.22125079540992262,0.1423235597638123
2014-03-28,0.10150535982176614,0.111922953500063,0.2212344875647852,0.14274795653423678
2014-03-31,0.10096143254557752,0.11213555555847801,0.22154611390171622,0.14276667279209235
2014-04-01,0.10160385192433562,0.11239001150021823,0.22051747576718517,0.14270039058346037
2014-04-02,0.10147593393558904,0.1123156786547675,0.2183395150774878,0.14252364808497758
2014-04-03,0.1014785379813834,0.11228438186195706,0.21763021169020522,0.14272219615098178
2014-04-04,0.10192954148610671,0.11366944985641081,0.21763522379232172,0.14299452349094188
2014-04-07,0.1030711685428611,0.11443697494596959,0.21902223023029688,0.14445017041991282
2014-04-08,0.10205431362955196,0.11404959494287975,0.21994161098864787,0.14386848939635216
2014-04-09,0.10226296571946013,0.11494456406440728,0.22125638400902845,0.14268182257821113
2014-04-10,0.10024341643481147,0.11823539351247647,0.2198099787103312,0.14317047772941072
2014-04-11,0.10099830085280873,0.11874875506024458,0.22241285613812017,0.1439430116590245
2014-04-14,0.10101167772973355,0.11853548161906566,0.22221392377091773,0.14356966058961015
2014-04-15,0.101016524015149,0.11737388285692192,0.2217084326910252,0.1447760819570674
2014-04-16,0.10132302280248176,0.11816305738765653,0.2256622320129922,0.14593441244300168
2014-04-17,0.10170593288562943,0.11441268325684158,0.22369564062631478,0.14608361550970136
2014-04-18,,,0.223878390770019,
2014-04-21,,,0.2216404066211761,
2014-04-22,,0.11424035882104594,0.2219945552207024,
2014-04-23,0.10121960991021492,0.11421144828526912,0.2220509790661263,0.14329964489043032
2014-04-24,0.10117142239909223,0.11368788158586608,0.2217884755434904,0.14339834913411525
2014-04-25,0.10083275005637694,0.1128399935752383,0.221767157706704,0.14471517725359603
2014-04-28,0.10079246729519753,0.11256190052569667,0.2218062103279203,0.14440295812019083
2014-04-29,0.10153436410414642,0.1123981975056733,,0.14552621353227596
2014-04-30,0.10154236975917948,0.11245188732319049,,0.14558593302444048
2014-05-01,0.10172099889980223,0.11221034393904745,0.22195889044361555,
2014-05-02,0.10123263657091923,0.11199557402720577,0.22103853248338057,
2014-05-05,,0.11194403784531885,,0.14525747022663354
2014-05-06,,0.11260767106554842,,0.14557951834268656
2014-05-07,0.10123048123804468,0.11284204804483645,,0.14543467901816032
2014-05-08,0.1011653617470571,0.11262965525355446,0.22139587746223355,0.14608369778662122
2014-05-09,0.1012935819826422,0.11239215153399101,0.22113119548246055,0.14606457922587457
2014-05-12,0.10140617539057013,0.11297704917897738,0.22117863453358694,0.14636574025836624
2014-05-13,0.1014384064598818,0.11292603625569368,0.22247787713809655,0.14623589214557503
2014-05-14,0.10143742266316529,0.11307931307535436,0.22248559443475688,0.14567251993360034
2014-05-15,0.1012987562746343,0.11384265746258365,0.22093646128226027,0.14715213664605598
2014-05-16,0.10131743439632426,0.11380952992650575,0.22182807933244653,0.14668355332419125
2014-05-19,0.10126021308124397,0.11223515170487394,0.21839416043502566,0.14649406346062277
2014-05-20,0.1016475846686382,0.11116804134883687,0.2163925634272353,0.1464710594124274
2014-05-21,0.09960352718313685,0.11170345765476083,0.21630065644745455,0.1463141557706556
2014-05-22,0.099315512868378,0.11166611577656257,0.21759504875590882,0.14602698966690264
2014-05-23,0.09915635631238906,0.11127077696103223,0.2171756171933488,0.14602291540663648
2014-05-26,,,0.2171401092063012,0.1468148457507648
2014-05-27,,,0.2169135521198626,0.14661308221877203
2014-05-28,0.09896178287395543,0.1111134937581762,0.21660640845711085,0.14633305080126047
2014-05-29,0.09889721667114358,0.11120457661072781,0.21606674516824131,
2014-05-30,0.09898937720764722,0.11107033568808232,0.21545288709284233,
2014-06-02,0.09906899451581343,0.11101524940597964,0.21515018403014322,0.14616752489372473
2014-06-03,0.0992290523160957,0.1108687769878641,0.21528966417137077,0.14548246089792294
2014-06-04,0.09920678537780665,0.11035471494063066,0.21335209833491997,0.14549485156712075
2014-06-05,0.09842334456077628,0.1105050818581726,0.2116805850032239,0.14552150972023736
2014-06-06,0.09881138028834642,0.1106356407655526,0.21168076540300768,0.14511921980498288
2014-06-09,0.09886280795614658,0.11063648382933189,0.21167299873600867,
2014-06-10,0.09885879193458769,0.11060465029647858,0.2119924932441504,
2014-06-11,0.09839899850105496,0.11065843168214798,0.2104335257119648,0.1455529139620484
2014-06-12,0.09741799670111774,0.11105731123629953,0.21064409928134414,0.14556428153462278
2014-06-13,0.09826648186390992,0.11109479608720037,0.20986265164608972,0.1454913904396057
2014-06-16,0.09836072065951809,0.11088368882656115,0.21023286217813358,0.14564525433246941
2014-06-17,0.09771647460646922,0.1098634602160693,0.21017243714734352,0.145656457172998
2014-06-18,0.09773283100557134,0.11032541098335737,0.20907956698754993,0.1453997767069085
2014-06-19,0.09757883001658961,0.11020693378662093,0.21019679996420942,0.14609594706404821
2014-06-20,0.09756251856408339,0.10890552020565694,0.21019970198107527,0.14618001483329385
2014-06-23,0.09670173774756974,0.10873062678179762,0.21004710274609442,0.14638041673886543
2014-06-24,0.09674265192986696,0.10918948906688948,0.20764644931159243,0.14323253614782352
2014-06-25,0.09579795888222525,0.10905882686708916,0.20675326625622845,0.14356564020395893
2014-06-26,0.09545910504912508,0.10896129705900141,0.20650096373604945,0.14256734170671811
2014-06-27,0.09556114552595851,0.1065945901886785,0.20507508041484374,0.14209217067912405
2014-06-30,0.09350685055926244,0.10659080233643455,0.20512685261824734,0.14205106037971565
2014-07-01,0.0941951926808607,0.10677367793150354,0.2054568970532197,0.14190989337234344
2014-07-02,0.09298294970362318,0.10655447995667038,0.20481774730037086,0.14176475454370485
2014-07-03,0.09347011032858228,0.10673361000365596,0.20477401989251842,0.14221100302191428
2014-07-04,0.09337437049171003,,0.20349792692024324,0.1424651704553495
2014-07-07,0.09372589473624109,,0.20329709517310643,0.14116255320873516
2014-07-08,0.0951707303660871,0.10726231295317476,0.20149109199564003,0.14156352269693512
2014-07-09,0.09522344372445374,0.10742274344674413,0.20004495480753387,0.14093951278566721
2014-07-10,0.09569666335973442,0.10750366683394391,0.20021353258743108,0.14178252776123274
2014-07-11,0.0956257966157036,0.10669072381292072,0.19999569722747845,0.14090507456444296
2014-07-14,0.09611814640370893,0.10686035416842289,0.1998530356512531,0.14113575051031993
2014-07-15,0.09619406737141563,0.10683013053867026,0.2000557785414691,0.14179914846756797
2014-07-16,0.09691256043904789,0.1066675782404846,0.19982407452623327,0.14342931554889957
2014-07-17,0.09732173601457357,0.10810145180322024,0.19964419039675182,0.14360885395427103
2014-07-18,0.09732943687644231,0.10898342896568139,0.1982729946915575,0.14363658388292522
2014-07-21,0.09676788497663932,0.1090259392630856,,0.14385459206625154
2014-07-22,0.09780793676984184,0.10759106906881243,,0.14559683247536007
2014-07-23,0.09776359364086491,0.106627635124501,0.19713573243874813,0.14556571971833873
2014-07-24,0.0978769779748464,0.10642446658213676,0.19715420872408634,0.14600195416226872
2014-07-25,0.09806533616585118,0.10666317231973642,0.1946393786382639,0.14569621877521835
2014-07-28,0.09805559207742735,0.10648109585242213,0.19468563487179424,0.14546958049980344
2014-07-29,0.09753261226944317,0.10671966948208082,0.19485716897011532,0.14570735830678322
2014-07-30,0.09501215098748174,0.10587818791738635,0.1946969418864692,0.1460143256335063
2014-07-31,0.09228365659483345,0.10551667697811624,0.19420362301539226,0.14798921179358684
2014-08-01,0.09281653602772329,0.10534523493084214,0.19438318975708252,
2014-08-04,0.09261291124762715,0.10546631128175944,0.19411499817552558,
2014-08-05,0.09260714511031856,0.10535939491086196,0.19264907497630473,0.14799207226506536
2014-08-06,0.09293593429147501,0.1042657719060051,0.18983668899044034,0.14753583677434623
2014-08-07,0.09279211308067055,0.10415052560268614,0.1899364858882102,0.14280722324245537
2014-08-08,0.09295099590191615,0.09974663941898922,0.19096956048067368,0.14269353215240022
2014-08-11,0.09397147997569073,0.0993100800499134,0.19072560377818848,0.14352496151806948
2014-08-12,0.09140928879042921,0.09928967260839082,0.1905385864117543,0.14338974899736937
2014-08-13,0.0915099907550357,0.09826790608490275,0.1884224159800482,0.14398784046301608
2014-08-14,0.09161075921775347,0.09677661617508783,0.1783910281623749,0.14384612918395487
2014-08-15,0.08995196140628085,0.09677167436887772,0.17763536386737963,0.14231520332273306
2014-08-18,0.09062929230343644,0.0962924486994019,0.17760374664750636,0.1434707302648217
2014-08-19,0.09091290499044936,0.09648567455566404,0.17544388551135823,0.1436744664253
2014-08-20,0.09105027936564751,0.09624101736386188,0.17375439195677184,0.14194688718443985
2014-08-21,0.089869862936154,0.09611359127810344,0.17212109934583814,0.1425795533147094
2014-08-22,0.08896010960976525,0.09564751882840625,0.17069439111992607,0.14306683584694713
2014-08-25,,0.09552276997922717,0.17065060030315093,0.14475921957454124
2014-08-26,,0.09545658269546968,0.1654012821935094,0.14521850275049936
2014-08-27,0.08897762536851672,0.095132902516857,0.16521264353176043,0.1452255267269372
2014-08-28,0.0890481662127211,0.09514816836655689,0.1623494435004094,0.1455678492370405
2014-08-29,0.0889375411257433,0.09522311844080797,0.1574611229461116,0.1456031726491178
2014-09-01,0.08874611921642855,,0.15748832656530604,0.14560571829845637
2014-09-02,0.08846585917978275,,0.15715835796358854,0.14555569446889255
2014-09-03,0.08872545844776539,0.09504216021590406,0.15702171424387928,0.14609140476574625
2014-09-04,0.08869883212732638,0.09503508729343689,0.15702740160339868,0.14824791599902584
2014-09-05,0.08882038545657138,0.0945678273561954,0.15680564870604777,0.14818126915131608
2014-09-08,0.08634419798661336,0.0924121085382999,0.15568233936493509,0.14808952271075101
2014-09-09,0.08286472347123533,0.09294556283478414,0.15560316441669586,0.14830833825371528
2014-09-10,0.08226316538205834,0.09303896786551259,0.15478873330876136,0.14159400754562532
2014-09-11,0.08244846235111213,0.09304093049515716,0.15358421403012326,0.1366514433965618
2014-09-12,0.0809276186437212,0.09347593981391789,0.15310642465226418,0.13665923072290842
2014-09-15,0.08078075828501353,0.0931610924311701,,0.13662611330119223
2014-09-16,0.08081520694599094,0.09368793217470968,,0.13479529571464985
2014-09-17,0.07965985234253051,0.09204728744154869,0.15239719121597,0.13493710776413803
2014-09-18,0.07869509761863153,0.09211430028842275,0.15288905857785326,0.1356813372560204
2014-09-19,0.0785527358877372,0.09124733597338577,0.14959365409343314,0.13503787687794877
2014-09-22,0.07927509571511236,0.09156523908709059,0.1499892593876474,0.13341359841850597
2014-09-23,0.08153487225233953,0.09151462441760008,,0.13523402152363115
2014-09-24,0.08149309595554655,0.0917668639340591,,0.13467991917456362
2014-09-25,0.08244971250791662,0.09466926183882314,0.14277021421077365,0.13558057893126363
2014-09-26,0.08241304069274305,0.0950706106082192,0.14331896708576206,0.13576610081555535
2014-09-29,0.08202656573526626,0.09500094859632338,0.14294655105983717,0.1364792557729799
2014-09-30,0.08010915714030517,0.09451928157251646,0.1435272930869356,0.13747955617633384
2014-10-01,0.08129517567784764,0.09645778404828305,0.14164909858843813,0.13665716331017738
2014-10-02,0.08467513283234825,0.09626708312226505,0.1467608908747422,0.14106497675966675
2014-10-03,0.08638708514234397,0.0968808805374572,0.14673472716898014,0.14077001139156287
2014-10-06,0.0866946909253479,0.09645049488552596,0.14694216898061827,0.14078091417600283
2014-10-07,0.08707460732195689,0.0988444662784166,0.14721586912794007,0.14202533709596926
2014-10-08,0.08709011136123525,0.1017636117380312,0.14784545843929378,0.14254628375017453
2014-10-09,0.08771103977479151,0.10450920664463587,0.1482323320512528,0.14215649639494662
2014-10-10,0.08928457681885138,0.1046647121137025,0.14855387449850108,0.14406231712614145
2014-10-13,0.0882925139019276,0.10720762312532969,,0.14381658749370774
2014-10-14,0.08830371737668426,0.10612001504413222,,0.14339651211400983
2014-10-15,0.09641709958973542,0.10244528217556889,0.14864069400219432,0.15115066565248428
2014-10-16,0.09642561456287445,0.10152392117684285,0.15211674947310927,0.15132527199621093
2014-10-17,0.0987076024206379,0.10246530199222185,0.15148728495463626,0.1574383675864677
2014-10-20,0.09897347439398947,0.10282368516678084,0.1598336230485342,0.15775038861826504
2014-10-21,0.10154274604646246,0.1053647399227719,0.15963428815848762,0.16006751614468356
2014-10-22,0.10129182818308807,0.10590118949664033,0.16363298435602797,0.16012903369244402
2014-10-23,0.10097485975517226,0.1071197784538834,0.15986924318031817,0.16002949003937306
2014-10-24,0.1011607136332828,0.10748213599193038,0.16023629289184646,0.15862978268002403
2014-10-27,0.1010659413078349,0.10749648417390832,0.1602439447130049,0.15908299417628938
2014-10-28,0.10144113988132109,0.10804221028806865,0.1551592134864206,0.1597777367590174
2014-10-29,0.10207990182308126,0.10800339021018916,0.15634558703773846,0.1597579311860852
2014-10-30,0.10096975159251056,0.10814026126090998,0.15633499594129047,0.15880216869510827
2014-10-31,0.1026414698375841,0.10923866132909454,0.16938828289845778,0.16258662710251934
2014-11-03,0.10315189578340708,0.10923836255294424,,0.1620568684991384
2014-11-04,0.10331626444046443,0.1093101114687121,,0.16348570561740058
2014-11-05,0.10509171204802191,0.10953779406173647,0.16884959709606837,0.16565696644624503
2014-11-06,0.1047088116700474,0.10877350100041805,0.16890614260097345,0.16545665585773725
2014-11-07,0.1046875211585836,0.10854533794427883,0.16825331124504983,0.16625920037221223
2014-11-10,0.10484241472089761,0.10856535989051172,0.1685749993751758,0.1656183941033947
2014-11-11,0.10480180936233109,0.10855829998805151,0.1699119974617894,0.165457170199396
2014-11-12,0.10483036605008383,0.10781508341591704,0.16923562606405498,0.16717705609289196
2014-11-13,0.10473790622559515,0.10781491306128337,0.16972427132371046,0.167228271116284
2014-11-14,0.10477442731283812,0.10755382723971126,0.16947465671303072,0.16723929778214716
2014-11-17,0.10484123187009672,0.1066038895828039,0.17527058142692908,0.16636746914928163
2014-11-18,0.10481767442926736,0.10670163417880674,0.17744058751406924,0.16711988798196165
2014-11-19,0.10475686246569246,0.10665142477131902,0.17574865802129339,0.1671207363812208
2014-11-20,0.10481198443229645,0.10617567151734952,0.17570776781927297,0.1673675597224252
2014-11-21,0.10594992612640323,0.10585213843025289,0.1752680417720364,0.1721240578374285
2014-11-24,0.10602027702955412,0.10587038340298652,,0.17229132485015028
2014-11-25,0.10592816854885405,0.10578122307575784,,0.17226951129255294
2014-11-26,0.10579764690562359,0.10579417266790045,0.17388694306875158,0.17150276156778002
2014-11-27,0.10571224812243961,,0.1740264710075023,0.17169043817569435
2014-11-28,0.10557058129500484,,0.1746100563808715,0.17170723887323527
2014-12-01,0.10640784537393719,0.10611635346626794,0.17470781402621818,0.17188728876513482
2014-12-02,0.10799051005995954,0.10641630268710188,0.1726072470105607,0.17187632405125614
2014-12-03,0.10769028314647686,0.10650844423030092,0.17233079716156113,0.17191637575234847
2014-12-04,0.10788494629672415,0.10652944508310278,0.1723037327838979,0.17324135586275963
2014-12-05,0.1087592852970275,0.1065245890114796,0.17230067188492737,0.17693735015857984
2014-12-08,0.10952274368457546,0.10677882992372865,0.1722993916999992,0.17708079802230628
2014-12-09,0.1136059037151948,0.10662495513421848,0.17270148202622077,0.18102474322409612
2014-12-10,0.11300955976176834,0.10929229553679368,0.17594061856630702,0.1810944812284103
